id,county,units,value,income,costs,taxes
01001,"Autauga County, Alabama",9887,155100,71420,1145,500
01003,"Baldwin County, Alabama",32052,183600,73670,1325,613
01005,"Barbour County, Alabama",2620,111000,60579,902,361
01007,"Bibb County, Alabama",2494,112700,56700,1038,310
01009,"Blount County, Alabama",8442,133700,65091,1075,454
01011,"Bullock County, Alabama",861,86800,48822,926,315
01013,"Butler County, Alabama",2414,102700,50714,950,366
01015,"Calhoun County, Alabama",16314,122200,63096,1040,511
01017,"Chambers County, Alabama",4757,90800,51752,906,367
01019,"Cherokee County, Alabama",3924,134800,62500,1132,531
01021,"Chilton County, Alabama",6263,107900,62516,1007,437
01023,"Choctaw County, Alabama",1450,106000,66538,965,241
01025,"Clarke County, Alabama",2437,116100,65288,1038,339
01027,"Clay County, Alabama",1783,128000,49629,1041,339
01029,"Cleburne County, Alabama",2008,118900,56774,1057,464
01031,"Coffee County, Alabama",7151,157400,75404,1146,601
01033,"Colbert County, Alabama",8353,109000,65318,961,414
01035,"Conecuh County, Alabama",1057,77000,46968,787,293
01037,"Coosa County, Alabama",1595,98400,48750,862,302
01039,"Covington County, Alabama",5328,114300,58252,909,299
01041,"Crenshaw County, Alabama",1653,98300,60785,924,337
01043,"Cullman County, Alabama",12900,126100,54936,999,394
01045,"Dale County, Alabama",6480,117200,63238,955,424
01047,"Dallas County, Alabama",4419,90700,53750,932,376
01049,"DeKalb County, Alabama",8584,114700,56360,942,382
01051,"Elmore County, Alabama",13896,164200,74655,1173,487
01053,"Escambia County, Alabama",3481,116200,60865,943,452
01055,"Etowah County, Alabama",14739,120300,62370,1032,492
01057,"Fayette County, Alabama",2100,90200,58630,928,290
01059,"Franklin County, Alabama",3845,90600,52170,854,321
01061,"Geneva County, Alabama",3539,93900,60903,883,357
01063,"Greene County, Alabama",654,82000,28125,816,287
01065,"Hale County, Alabama",1909,111000,54563,980,370
01067,"Henry County, Alabama",3031,134400,60233,1022,438
01069,"Houston County, Alabama",14832,138500,65040,1049,479
01071,"Jackson County, Alabama",6532,119200,60204,979,387
01073,"Jefferson County, Alabama",105247,160500,75797,1273,1020
01075,"Lamar County, Alabama",1510,86500,51321,869,257
01077,"Lauderdale County, Alabama",14192,135700,64915,1041,585
01079,"Lawrence County, Alabama",5084,111200,60771,983,372
01081,"Lee County, Alabama",21315,169500,78971,1220,889
01083,"Limestone County, Alabama",14795,159800,76431,1134,542
01085,"Lowndes County, Alabama",1262,86700,47986,965,351
01087,"Macon County, Alabama",2216,88100,48534,958,468
01089,"Madison County, Alabama",64907,177800,87581,1224,811
01091,"Marengo County, Alabama",2442,115100,53726,1037,379
01093,"Marion County, Alabama",4297,96900,55078,875,287
01095,"Marshall County, Alabama",13261,131400,61507,1023,531
01097,"Mobile County, Alabama",62692,135800,68305,1148,724
01099,"Monroe County, Alabama",2267,107600,53217,920,298
01101,"Montgomery County, Alabama",36006,129000,69371,1116,515
01103,"Morgan County, Alabama",18701,133800,65907,1043,522
01105,"Perry County, Alabama",772,89200,37241,1056,275
01107,"Pickens County, Alabama",2331,113300,57691,964,357
01109,"Pike County, Alabama",3699,139000,61230,988,449
01111,"Randolph County, Alabama",2592,88000,54512,852,355
01113,"Russell County, Alabama",8087,135200,61804,1071,635
01115,"St. Clair County, Alabama",15316,154100,72090,1156,501
01117,"Shelby County, Alabama",42916,200800,90531,1414,992
01119,"Sumter County, Alabama",1309,90700,44708,924,342
01121,"Talladega County, Alabama",11655,111800,57014,977,416
01123,"Tallapoosa County, Alabama",5764,122100,64568,991,421
01125,"Tuscaloosa County, Alabama",28708,167600,74600,1212,636
01127,"Walker County, Alabama",7878,104300,59970,967,297
01129,"Washington County, Alabama",2000,100200,56071,937,294
01131,"Wilcox County, Alabama",722,87300,44896,943,335
01133,"Winston County, Alabama",2910,93600,54115,909,294
02013,"Aleutians East Borough, Alaska",150,140000,78750,1056,-
02016,"Aleutians West Census Area, Alaska",175,336600,126719,2111,2854
02020,"Anchorage Municipality, Alaska",45521,304300,114252,2004,4062
02050,"Bethel Census Area, Alaska",1014,235000,75375,1409,1468
02060,"Bristol Bay Borough, Alaska",95,220200,114583,1915,1979
02068,"Denali Borough, Alaska",248,254300,103214,1565,-
02070,"Dillingham Census Area, Alaska",277,254200,82875,1572,2976
02090,"Fairbanks North Star Borough, Alaska",14503,235500,95094,1877,2989
02100,"Haines Borough, Alaska",461,191600,57014,1280,1464
02105,"Hoonah-Angoon Census Area, Alaska",173,259600,68393,1473,2188
02110,"Juneau City and Borough, Alaska",5563,330600,115184,2090,3083
02122,"Kenai Peninsula Borough, Alaska",8879,232000,84017,1485,1682
02130,"Ketchikan Gateway Borough, Alaska",2038,265300,95833,1732,2118
02150,"Kodiak Island Borough, Alaska",1877,289600,101308,2033,3534
02158,"Kusilvak Census Area, Alaska",318,129800,46000,640,4250
02164,"Lake and Peninsula Borough, Alaska",84,179500,60000,936,-
02170,"Matanuska-Susitna Borough, Alaska",16491,240300,95017,1675,2866
02180,"Nome Census Area, Alaska",782,188400,80926,1506,1887
02185,"North Slope Borough, Alaska",385,187200,109583,1299,2646
02188,"Northwest Arctic Borough, Alaska",368,185000,94286,1269,2250
02195,"Petersburg Borough, Alaska",416,228300,96667,1479,1912
02198,"Prince of Wales-Hyder Census Area, Alaska",529,228500,84625,1341,1577
02220,"Sitka City and Borough, Alaska",1079,362400,100234,2014,1861
02230,"Skagway Municipality, Alaska",151,317300,100313,1801,1634
02240,"Southeast Fairbanks Census Area, Alaska",477,193900,78264,1317,1208
02261,"Valdez-Cordova Census Area, Alaska",1032,274300,118929,1832,2833
02275,"Wrangell City and Borough, Alaska",326,209600,82000,1377,1703
02282,"Yakutat City and Borough, Alaska",72,166100,85000,1417,1542
02290,"Yukon-Koyukuk Census Area, Alaska",220,113500,63214,1016,1054
04001,"Apache County, Arizona",3724,118000,54775,898,649
04003,"Cochise County, Arizona",18811,153400,62606,1122,1210
04005,"Coconino County, Arizona",15656,264900,81989,1499,1483
04007,"Gila County, Arizona",6802,172300,58418,1094,1281
04009,"Graham County, Arizona",4178,141900,71314,1115,847
04011,"Greenlee County, Arizona",546,80900,46463,781,360
04012,"La Paz County, Arizona",1683,133400,49390,991,1072
04013,"Maricopa County, Arizona",619284,216900,81220,1421,1451
04015,"Mohave County, Arizona",28914,149700,54143,1034,982
04017,"Navajo County, Arizona",9065,133900,60320,1019,886
04019,"Pima County, Arizona",152745,167000,70377,1265,1730
04021,"Pinal County, Arizona",58169,152800,65921,1179,1339
04023,"Santa Cruz County, Arizona",7037,133600,53745,1020,1239
04025,"Yavapai County, Arizona",37110,204700,60344,1240,1321
04027,"Yuma County, Arizona",27637,134800,58426,1100,1170
05001,"Arkansas County, Arkansas",2334,80500,50058,880,480
05003,"Ashley County, Arkansas",2631,85100,61027,937,464
05005,"Baxter County, Arkansas",6821,131400,52598,915,703
05007,"Benton County, Arkansas",40556,159900,79479,1188,1209
05009,"Boone County, Arkansas",5545,122400,54117,878,598
05011,"Bradley County, Arkansas",1210,87000,66333,837,455
05013,"Calhoun County, Arkansas",549,87800,56713,884,459
05015,"Carroll County, Arkansas",3938,129800,52283,952,1021
05017,"Chicot County, Arkansas",855,74400,52614,833,535
05019,"Clark County, Arkansas",2532,111800,73063,970,693
05021,"Clay County, Arkansas",1829,73800,48975,758,454
05023,"Cleburne County, Arkansas",3738,133900,59104,930,610
05025,"Cleveland County, Arkansas",964,100900,70746,941,478
05027,"Columbia County, Arkansas",3035,90800,63065,861,478
05029,"Conway County, Arkansas",3140,114700,53886,882,572
05031,"Craighead County, Arkansas",14485,141500,73674,1007,775
05033,"Crawford County, Arkansas",10151,117300,55919,931,722
05035,"Crittenden County, Arkansas",6789,115800,64644,1020,836
05037,"Cross County, Arkansas",2259,100300,67726,960,576
05039,"Dallas County, Arkansas",764,80500,50758,797,379
05041,"Desha County, Arkansas",990,72200,61234,787,458
05043,"Drew County, Arkansas",1890,108200,61250,922,517
05045,"Faulkner County, Arkansas",18130,153800,76435,1160,1000
05047,"Franklin County, Arkansas",2408,102400,58281,817,514
05049,"Fulton County, Arkansas",2140,103500,50297,908,482
05051,"Garland County, Arkansas",14711,143400,61221,1017,770
05053,"Grant County, Arkansas",2794,119600,68994,971,543
05055,"Greene County, Arkansas",6099,115700,65615,961,719
05057,"Hempstead County, Arkansas",2356,91100,60995,922,427
05059,"Hot Spring County, Arkansas",4367,100000,60528,932,582
05061,"Howard County, Arkansas",1391,107000,56110,871,537
05063,"Independence County, Arkansas",5565,118800,61479,972,693
05065,"Izard County, Arkansas",1791,79300,49176,820,513
05067,"Jackson County, Arkansas",1861,68100,49958,736,373
05069,"Jefferson County, Arkansas",9120,91400,54872,908,587
05071,"Johnson County, Arkansas",3715,98000,46572,800,503
05073,"Lafayette County, Arkansas",829,68900,48162,862,463
05075,"Lawrence County, Arkansas",1771,83800,59803,797,396
05077,"Lee County, Arkansas",657,82300,57933,798,392
05079,"Lincoln County, Arkansas",1035,72800,44504,793,389
05081,"Little River County, Arkansas",1325,91600,53538,846,484
05083,"Logan County, Arkansas",3022,94600,57500,817,512
05085,"Lonoke County, Arkansas",12062,138100,74692,1097,979
05087,"Madison County, Arkansas",2041,125800,60982,928,628
05089,"Marion County, Arkansas",2527,116300,45625,829,595
05091,"Miller County, Arkansas",5210,119300,64741,996,772
05093,"Mississippi County, Arkansas",5243,86500,58309,879,523
05095,"Monroe County, Arkansas",811,72400,57917,820,448
05097,"Montgomery County, Arkansas",1271,103600,51283,852,455
05099,"Nevada County, Arkansas",890,81800,53038,823,395
05101,"Newton County, Arkansas",1001,103600,50179,877,540
05103,"Ouachita County, Arkansas",2723,79000,60195,855,491
05105,"Perry County, Arkansas",1194,104600,63767,990,633
05107,"Phillips County, Arkansas",1464,66000,53714,875,364
05109,"Pike County, Arkansas",1473,88000,54867,792,515
05111,"Poinsett County, Arkansas",2603,78500,51885,839,393
05113,"Polk County, Arkansas",2928,96200,45046,844,393
05115,"Pope County, Arkansas",8575,127400,59189,945,772
05117,"Prairie County, Arkansas",987,78500,51705,823,364
05119,"Pulaski County, Arkansas",59747,151600,74944,1195,1263
05121,"Randolph County, Arkansas",2695,87300,57951,813,398
05123,"St. Francis County, Arkansas",2618,69800,52643,839,400
05125,"Saline County, Arkansas",20356,147900,75634,1157,1104
05127,"Scott County, Arkansas",1415,89800,52827,768,401
05129,"Searcy County, Arkansas",871,91000,44688,795,448
05131,"Sebastian County, Arkansas",17910,118400,61547,965,790
05133,"Sevier County, Arkansas",2152,74800,53029,790,424
05135,"Sharp County, Arkansas",2572,82500,44579,746,444
05137,"Stone County, Arkansas",1612,108300,40625,960,426
05139,"Union County, Arkansas",4946,107600,67926,905,593
05141,"Van Buren County, Arkansas",2200,102800,54333,913,567
05143,"Washington County, Arkansas",29563,160800,76499,1174,1185
05145,"White County, Arkansas",10756,127100,64581,981,653
05147,"Woodruff County, Arkansas",692,69200,50765,767,371
05149,"Yell County, Arkansas",2565,121800,53847,917,722
06001,"Alameda County, California",221546,605800,127755,2582,5292
06003,"Alpine County, California",166,356100,79167,2271,3139
06005,"Amador County, California",6314,273900,77004,1648,2233
06007,"Butte County, California",30798,242200,72794,1477,1918
06009,"Calaveras County, California",8724,266900,75960,1735,2287
06011,"Colusa County, California",2700,197200,69755,1431,1648
06013,"Contra Costa County, California",186810,485000,119075,2462,4676
06015,"Del Norte County, California",3271,223700,63698,1402,1710
06017,"El Dorado County, California",36378,394500,101258,2144,3340
06019,"Fresno County, California",111045,213400,76175,1505,1923
06021,"Glenn County, California",3548,228100,58347,1353,1774
06023,"Humboldt County, California",17789,288500,66770,1560,2119
06025,"Imperial County, California",16967,170800,69499,1378,1643
06027,"Inyo County, California",2419,291800,88648,1750,2134
06029,"Kern County, California",105430,188100,76392,1434,2042
06031,"Kings County, California",14686,178700,74564,1393,1526
06033,"Lake County, California",8803,186500,57460,1460,1788
06035,"Lassen County, California",3673,176800,76796,1428,1551
06037,"Los Angeles County, California",1105414,467300,97348,2284,3902
06039,"Madera County, California",17480,211600,69529,1435,1692
06041,"Marin County, California",47646,875000,150351,3290,7358
06043,"Mariposa County, California",2618,257600,71750,1605,1939
06045,"Mendocino County, California",10631,331700,70605,1718,2604
06047,"Merced County, California",28306,174500,68883,1363,1648
06049,"Modoc County, California",1384,150400,50645,962,1278
06051,"Mono County, California",1564,290700,80179,1925,2383
06053,"Monterey County, California",43030,389900,91895,2081,3260
06055,"Napa County, California",20750,527600,106551,2355,4214
06057,"Nevada County, California",18668,369900,82347,1962,3154
06059,"Orange County, California",422335,599700,117267,2555,4529
06061,"Placer County, California",70257,383700,105266,2149,3805
06063,"Plumas County, California",3693,232500,71099,1502,1799
06065,"Riverside County, California",329162,291800,81581,1817,3019
06067,"Sacramento County, California",214788,277400,87110,1739,2586
06069,"San Benito County, California",8385,434300,103170,2282,3723
06071,"San Bernardino County, California",271279,272300,79262,1686,2452
06073,"San Diego County, California",427036,464900,103221,2341,3828
06075,"San Francisco County, California",89941,866600,146365,3217,6814
06077,"San Joaquin County, California",89737,258700,85316,1728,2580
06079,"San Luis Obispo County, California",41649,476900,94416,2114,3691
06081,"San Mateo County, California",110992,854500,142289,3102,6423
06083,"Santa Barbara County, California",50230,485400,103950,2203,3623
06085,"Santa Clara County, California",255684,755700,146381,2972,6473
06087,"Santa Cruz County, California",37871,622900,110798,2581,4545
06089,"Shasta County, California",26892,229200,69218,1467,1824
06091,"Sierra County, California",496,235400,96600,1401,1875
06093,"Siskiyou County, California",6161,184300,58209,1254,1509
06095,"Solano County, California",66015,316900,97240,1954,2831
06097,"Sonoma County, California",78115,470200,100609,2173,3750
06099,"Stanislaus County, California",69490,222700,76312,1554,1964
06101,"Sutter County, California",12135,212300,80941,1503,2184
06103,"Tehama County, California",9919,189300,61570,1291,1484
06105,"Trinity County, California",1838,275000,67536,1412,1698
06107,"Tulare County, California",53613,175800,63931,1342,1484
06109,"Tuolumne County, California",8729,267100,71100,1596,2052
06111,"Ventura County, California",128415,494700,110371,2382,4021
06113,"Yolo County, California",26207,353800,103334,1975,3434
06115,"Yuba County, California",10497,208400,71758,1541,2067
08001,"Adams County, Colorado",79069,225200,81663,1508,1683
08003,"Alamosa County, Colorado",1951,146900,49578,1013,875
08005,"Arapahoe County, Colorado",110971,266100,91813,1628,1724
08007,"Archuleta County, Colorado",2318,274900,61856,1340,1207
08009,"Baca County, Colorado",451,73800,53438,824,488
08011,"Bent County, Colorado",455,83700,51597,881,527
08013,"Boulder County, Colorado",54764,393200,110829,1826,2406
08014,"Broomfield County, Colorado",13036,334000,106171,1792,2413
08015,"Chaffee County, Colorado",3354,290500,70000,1453,1072
08017,"Cheyenne County, Colorado",262,118100,66500,1151,700
08019,"Clear Creek County, Colorado",2433,309200,86008,1551,1562
08021,"Conejos County, Colorado",1086,122000,50985,948,643
08023,"Costilla County, Colorado",422,108600,39286,885,544
08025,"Crowley County, Colorado",477,94700,41023,960,510
08027,"Custer County, Colorado",832,276200,51341,1325,993
08029,"Delta County, Colorado",4590,194000,59367,1201,786
08031,"Denver County, Colorado",104003,295000,89095,1583,1569
08033,"Dolores County, Colorado",192,137500,53750,842,612
08035,"Douglas County, Colorado",75637,374800,122431,2040,2648
08037,"Eagle County, Colorado",9152,440200,101427,2083,2011
08039,"Elbert County, Colorado",6139,356500,97829,1957,1845
08041,"El Paso County, Colorado",116843,230900,84586,1488,1186
08043,"Fremont County, Colorado",6517,162600,58201,1135,788
08045,"Garfield County, Colorado",9962,310100,84028,1732,1279
08047,"Gilpin County, Colorado",1267,243000,73908,1418,714
08049,"Grand County, Colorado",2841,288200,82877,1469,1206
08051,"Gunnison County, Colorado",2593,294700,78566,1524,1182
08053,"Hinsdale County, Colorado",152,288000,58281,1400,1061
08055,"Huerfano County, Colorado",1190,155600,47969,1115,780
08057,"Jackson County, Colorado",141,189800,53125,1305,534
08059,"Jefferson County, Colorado",116881,301100,97470,1681,1871
08061,"Kiowa County, Colorado",163,83100,51442,908,579
08063,"Kit Carson County, Colorado",909,141200,65677,1106,838
08065,"Lake County, Colorado",904,220500,72123,1373,1277
08067,"La Plata County, Colorado",9372,351800,86527,1613,1016
08069,"Larimer County, Colorado",57971,284200,89339,1555,1695
08071,"Las Animas County, Colorado",2290,163600,54286,1152,503
08073,"Lincoln County, Colorado",484,156100,63125,1238,917
08075,"Logan County, Colorado",2618,143200,63594,1082,821
08077,"Mesa County, Colorado",27138,201100,70400,1305,987
08079,"Mineral County, Colorado",155,296000,78750,1508,1226
08081,"Moffat County, Colorado",2197,177500,74979,1258,970
08083,"Montezuma County, Colorado",3534,209900,61250,1153,867
08085,"Montrose County, Colorado",6760,194000,61289,1254,935
08087,"Morgan County, Colorado",3931,164100,68545,1229,985
08089,"Otero County, Colorado",2594,96300,53993,959,496
08091,"Ouray County, Colorado",913,402200,72594,1710,1373
08093,"Park County, Colorado",4435,258200,73679,1505,1179
08095,"Phillips County, Colorado",609,146900,71938,1075,1154
08097,"Pitkin County, Colorado",2974,476900,96923,1959,2285
08099,"Prowers County, Colorado",1599,110600,54974,1019,607
08101,"Pueblo County, Colorado",25939,149000,64460,1173,1078
08103,"Rio Blanco County, Colorado",869,198600,81392,1174,824
08105,"Rio Grande County, Colorado",1626,147200,64632,1077,744
08107,"Routt County, Colorado",4225,442700,80817,1847,1761
08109,"Saguache County, Colorado",821,152100,46685,978,667
08111,"San Juan County, Colorado",100,300000,64167,1607,1239
08113,"San Miguel County, Colorado",1262,471400,75093,1968,1361
08115,"Sedgwick County, Colorado",324,111800,57885,930,631
08117,"Summit County, Colorado",4883,479300,89836,1989,1731
08119,"Teller County, Colorado",5650,243400,81049,1442,1245
08121,"Washington County, Colorado",596,138600,68750,1071,791
08123,"Weld County, Colorado",50825,235200,83581,1475,1323
08125,"Yuma County, Colorado",1231,137600,63606,1114,730
09001,"Fairfield County, Connecticut",161032,423800,128579,2698,7171
09003,"Hartford County, Connecticut",154295,237900,102370,1890,5082
09005,"Litchfield County, Connecticut",39124,250500,95300,1866,4682
09007,"Middlesex County, Connecticut",34331,288700,108800,2062,5419
09009,"New Haven County, Connecticut",139965,248300,98776,1966,5568
09011,"New London County, Connecticut",47434,242700,99048,1842,4301
09013,"Tolland County, Connecticut",27396,249700,105574,1918,5216
09015,"Windham County, Connecticut",21909,199800,85042,1659,3633
10001,"Kent County, Delaware",28839,213400,78259,1446,1097
10003,"New Castle County, Delaware",99581,246100,90407,1592,1770
10005,"Sussex County, Delaware",38015,241300,72165,1395,836
11001,"District of Columbia, District of Columbia",86201,520600,132168,2336,2944
12001,"Alachua County, Florida",30167,170100,77676,1375,2135
12003,"Baker County, Florida",4020,119300,68792,1118,1022
12005,"Bay County, Florida",24622,171100,71392,1340,1268
12007,"Bradford County, Florida",3030,98000,69255,1003,794
12009,"Brevard County, Florida",93917,157400,68094,1263,1476
12011,"Broward County, Florida",272245,221400,76870,1735,2687
12013,"Calhoun County, Florida",1446,96300,46908,957,695
12015,"Charlotte County, Florida",27874,162800,57564,1240,1737
12017,"Citrus County, Florida",23741,124900,51455,977,982
12019,"Clay County, Florida",36830,163800,75684,1359,1515
12021,"Collier County, Florida",47538,281100,76561,1681,1946
12023,"Columbia County, Florida",9458,114400,57415,1079,1241
12027,"DeSoto County, Florida",3464,99100,51862,969,1093
12029,"Dixie County, Florida",1922,75700,46044,848,579
12031,"Duval County, Florida",135782,153100,72272,1337,1584
12033,"Escambia County, Florida",41006,131000,67298,1184,1103
12035,"Flagler County, Florida",15983,175800,57647,1258,1699
12037,"Franklin County, Florida",1463,142800,54006,1246,1267
12039,"Gadsden County, Florida",5943,124400,54525,1092,1147
12041,"Gilchrist County, Florida",2383,101700,57486,1033,767
12043,"Glades County, Florida",1019,94000,55015,997,890
12045,"Gulf County, Florida",1811,153800,67083,1192,1087
12047,"Hamilton County, Florida",1421,87600,57639,897,817
12049,"Hardee County, Florida",2119,77300,50050,896,778
12051,"Hendry County, Florida",3525,94000,60740,1029,1215
12053,"Hernando County, Florida",29062,121100,54960,1066,1184
12055,"Highlands County, Florida",12479,109300,51821,971,984
12057,"Hillsborough County, Florida",191722,180100,78761,1445,1979
12059,"Holmes County, Florida",2401,109900,51371,947,702
12061,"Indian River County, Florida",20962,166600,63923,1253,1473
12063,"Jackson County, Florida",5754,106900,51770,976,754
12065,"Jefferson County, Florida",2309,149400,60923,1036,1122
12067,"Lafayette County, Florida",753,118500,63750,1133,1013
12069,"Lake County, Florida",47586,161300,66147,1230,1663
12071,"Lee County, Florida",92225,179800,67568,1366,1806
12073,"Leon County, Florida",39522,186600,81608,1426,1940
12075,"Levy County, Florida",5034,99400,50940,979,871
12077,"Liberty County, Florida",789,81900,55288,888,617
12079,"Madison County, Florida",2034,91900,47857,936,743
12081,"Manatee County, Florida",48285,213600,78252,1480,2061
12083,"Marion County, Florida",49112,123700,53945,1047,1257
12085,"Martin County, Florida",23810,236400,75844,1574,2405
12086,"Miami-Dade County, Florida",286496,221000,70391,1685,2577
12087,"Monroe County, Florida",9037,407300,87915,2270,2844
12089,"Nassau County, Florida",13425,200100,80665,1391,1770
12091,"Okaloosa County, Florida",30365,196900,79736,1472,1484
12093,"Okeechobee County, Florida",4181,106500,52855,998,1214
12095,"Orange County, Florida",171353,181800,73192,1452,2003
12097,"Osceola County, Florida",38078,151700,60352,1333,1503
12099,"Palm Beach County, Florida",205759,235000,78413,1695,2804
12101,"Pasco County, Florida",75446,154100,67027,1285,1526
12103,"Pinellas County, Florida",143691,171000,71219,1410,1713
12105,"Polk County, Florida",80690,130500,62721,1171,1227
12107,"Putnam County, Florida",8712,90800,48386,910,976
12109,"St. Johns County, Florida",41603,267700,93297,1746,2846
12111,"St. Lucie County, Florida",43573,147000,61789,1308,1960
12113,"Santa Rosa County, Florida",29290,173800,79055,1368,1351
12115,"Sarasota County, Florida",61751,199400,69451,1381,1811
12117,"Seminole County, Florida",77090,194000,77756,1462,1903
12119,"Sumter County, Florida",17960,226600,59847,1170,2216
12121,"Suwannee County, Florida",4791,109900,50881,951,853
12123,"Taylor County, Florida",2357,91000,53564,1026,768
12125,"Union County, Florida",1407,126800,53231,1030,838
12127,"Volusia County, Florida",77934,145100,57558,1203,1495
12129,"Wakulla County, Florida",4914,145400,70805,1174,1241
12131,"Walton County, Florida",9044,222000,64854,1363,1278
12133,"Washington County, Florida",2764,117200,54255,952,795
13001,"Appling County, Georgia",2062,92200,65000,900,814
13003,"Atkinson County, Georgia",662,90400,52656,883,711
13005,"Bacon County, Georgia",1082,83200,64322,776,881
13007,"Baker County, Georgia",467,106600,51458,923,743
13009,"Baldwin County, Georgia",4143,129200,71094,1187,1082
13011,"Banks County, Georgia",2606,143800,59753,1174,1173
13013,"Barrow County, Georgia",12814,124000,65603,1141,1225
13015,"Bartow County, Georgia",15900,135400,68954,1168,1190
13017,"Ben Hill County, Georgia",2116,85400,43958,877,961
13019,"Berrien County, Georgia",2533,100700,47162,912,1022
13021,"Bibb County, Georgia",18893,126200,67107,1174,1479
13023,"Bleckley County, Georgia",1389,119600,71164,1075,1354
13025,"Brantley County, Georgia",2278,85600,47149,937,1234
13027,"Brooks County, Georgia",2509,94400,49104,1009,1081
13029,"Bryan County, Georgia",5914,210900,88524,1573,1745
13031,"Bulloch County, Georgia",7876,144400,72596,1170,1263
13033,"Burke County, Georgia",2804,95300,66686,959,889
13035,"Butts County, Georgia",3393,123900,66612,1180,1491
13037,"Calhoun County, Georgia",501,66000,40417,914,775
13039,"Camden County, Georgia",7181,160200,76447,1365,1714
13043,"Candler County, Georgia",1282,109400,53318,1098,1119
13045,"Carroll County, Georgia",17314,117500,68818,1105,1107
13047,"Catoosa County, Georgia",11296,141200,70502,1152,1211
13049,"Charlton County, Georgia",1185,102600,60078,906,1145
13051,"Chatham County, Georgia",37963,181500,76172,1435,1867
13053,"Chattahoochee County, Georgia",375,86300,77882,937,886
13055,"Chattooga County, Georgia",2680,80900,52948,901,659
13057,"Cherokee County, Georgia",47786,209000,89752,1516,1761
13059,"Clarke County, Georgia",11008,156500,74893,1240,1654
13061,"Clay County, Georgia",226,79400,37000,1005,750
13063,"Clayton County, Georgia",34098,91700,59876,1132,1066
13065,"Clinch County, Georgia",688,98200,57188,1076,1169
13067,"Cobb County, Georgia",132760,208700,96682,1534,1760
13069,"Coffee County, Georgia",4641,111600,55179,992,1002
13071,"Colquitt County, Georgia",4677,88700,56543,948,943
13073,"Columbia County, Georgia",26290,181200,85657,1388,1875
13075,"Cook County, Georgia",2134,97100,52188,962,1036
13077,"Coweta County, Georgia",26656,185000,81640,1359,1679
13079,"Crawford County, Georgia",1906,103000,52115,1069,1160
13081,"Crisp County, Georgia",2440,108300,60481,939,1209
13083,"Dade County, Georgia",2106,136100,60318,1046,839
13085,"Dawson County, Georgia",4265,200300,76319,1442,1785
13087,"Decatur County, Georgia",3311,124400,51849,1037,1140
13089,"DeKalb County, Georgia",111259,166900,80606,1467,1948
13091,"Dodge County, Georgia",2161,87400,59137,988,773
13093,"Dooly County, Georgia",1502,88500,52031,957,890
13095,"Dougherty County, Georgia",9440,111500,63903,1116,1478
13097,"Douglas County, Georgia",22412,135900,74953,1309,1460
13099,"Early County, Georgia",1199,95200,53617,1064,913
13101,"Echols County, Georgia",335,79300,65436,979,935
13103,"Effingham County, Georgia",10284,161800,80206,1281,1813
13105,"Elbert County, Georgia",2534,101400,54231,988,850
13107,"Emanuel County, Georgia",2494,92000,48900,959,901
13109,"Evans County, Georgia",1364,103500,67986,1076,1110
13111,"Fannin County, Georgia",3717,186700,58095,1147,944
13113,"Fayette County, Georgia",22347,250500,106800,1728,2583
13115,"Floyd County, Georgia",12255,130600,70391,1146,1368
13117,"Forsyth County, Georgia",44047,285900,109802,1778,2349
13119,"Franklin County, Georgia",2721,126600,54758,1078,993
13121,"Fulton County, Georgia",147508,259500,102661,1783,2816
13123,"Gilmer County, Georgia",4550,155700,59899,1147,955
13125,"Glascock County, Georgia",361,67900,49321,934,691
13127,"Glynn County, Georgia",11715,172600,76250,1284,1344
13129,"Gordon County, Georgia",7360,116200,56988,1044,1171
13131,"Grady County, Georgia",2720,121600,59973,1098,1152
13133,"Greene County, Georgia",2355,256800,74798,1409,1866
13135,"Gwinnett County, Georgia",143393,175100,82625,1499,2266
13137,"Habersham County, Georgia",5822,136300,63563,1132,1233
13139,"Hall County, Georgia",26892,167900,73896,1307,1505
13141,"Hancock County, Georgia",870,90100,45147,989,1164
13143,"Haralson County, Georgia",4132,125800,72167,1147,1318
13145,"Harris County, Georgia",6300,213500,88686,1494,1850
13147,"Hart County, Georgia",3381,139500,58125,1138,1033
13149,"Heard County, Georgia",1748,104000,67344,1075,814
13151,"Henry County, Georgia",40187,146700,75056,1343,1613
13153,"Houston County, Georgia",24449,144600,79447,1214,1440
13155,"Irwin County, Georgia",980,91400,52403,891,1032
13157,"Jackson County, Georgia",10511,165900,74856,1333,1801
13159,"Jasper County, Georgia",2225,120600,57134,1117,1237
13161,"Jeff Davis County, Georgia",1983,82800,59840,856,831
13163,"Jefferson County, Georgia",1573,90800,56875,971,1054
13165,"Jenkins County, Georgia",894,85900,65543,1005,1104
13167,"Johnson County, Georgia",915,69400,48887,908,766
13169,"Jones County, Georgia",5001,146800,79510,1269,1627
13171,"Lamar County, Georgia",2613,125300,60530,1168,1336
13173,"Lanier County, Georgia",1484,134600,51047,1096,1527
13175,"Laurens County, Georgia",3888,112700,61940,1084,1022
13177,"Lee County, Georgia",5324,163500,87628,1327,1805
13179,"Liberty County, Georgia",7080,132900,59746,1166,1762
13181,"Lincoln County, Georgia",1047,152700,64659,1285,1509
13183,"Long County, Georgia",2333,128300,67904,1103,1479
13185,"Lowndes County, Georgia",12921,144700,65907,1155,1317
