id,county,units,value,income,costs,taxes
30041,"Hill County, Montana",2152,145000,66115,1133,1687
30043,"Jefferson County, Montana",2191,255800,84464,1441,1742
30045,"Judith Basin County, Montana",287,156100,67656,1022,797
30047,"Lake County, Montana",4466,231400,58056,1333,1745
30049,"Lewis and Clark County, Montana",11566,220700,79150,1352,2006
30051,"Liberty County, Montana",209,109100,53417,938,1155
30053,"Lincoln County, Montana",3285,189300,48201,1090,1346
30055,"McCone County, Montana",178,212500,71667,1286,1076
30057,"Madison County, Montana",1258,263000,59500,1281,1406
30059,"Meagher County, Montana",234,137100,47955,1123,940
30061,"Mineral County, Montana",572,175000,54700,1214,1624
30063,"Missoula County, Montana",17279,250300,77221,1468,2517
30065,"Musselshell County, Montana",652,166700,56625,1179,890
30067,"Park County, Montana",2786,236900,63259,1329,1860
30069,"Petroleum County, Montana",37,-,75313,963,1139
30071,"Phillips County, Montana",382,150000,65385,1058,1101
30073,"Pondera County, Montana",702,131700,65625,1017,1207
30075,"Powder River County, Montana",146,114000,60000,1284,1372
30077,"Powell County, Montana",657,148700,70048,978,1320
30079,"Prairie County, Montana",139,130300,71932,782,1286
30081,"Ravalli County, Montana",7071,246800,56264,1275,1638
30083,"Richland County, Montana",1282,238800,92692,1254,1202
30085,"Roosevelt County, Montana",563,134300,66023,920,975
30087,"Rosebud County, Montana",1033,162300,80807,1073,773
30089,"Sanders County, Montana",1909,193300,44063,1165,1298
30091,"Sheridan County, Montana",487,165800,75550,1138,1062
30093,"Silver Bow County, Montana",5265,144900,63696,1015,1495
30095,"Stillwater County, Montana",1727,230100,82533,1357,1431
30097,"Sweet Grass County, Montana",519,229900,77917,1324,1393
30099,"Teton County, Montana",784,153600,66184,1072,1382
30101,"Toole County, Montana",480,137200,63868,1007,1163
30103,"Treasure County, Montana",65,109400,51875,1330,813
30105,"Valley County, Montana",1097,155400,77066,971,1332
30107,"Wheatland County, Montana",227,84900,49779,896,893
30109,"Wibaux County, Montana",145,111700,73125,1060,693
30111,"Yellowstone County, Montana",27630,211100,77511,1364,1854
31001,"Adams County, Nebraska",4667,117900,75921,1134,2001
31003,"Antelope County, Nebraska",684,80700,63438,868,1255
31005,"Arthur County, Nebraska",29,114600,61875,1175,-
31007,"Banner County, Nebraska",108,136800,71250,1265,1583
31009,"Blaine County, Nebraska",30,57500,57500,1125,-
31011,"Boone County, Nebraska",615,119500,68750,1038,1530
31013,"Box Butte County, Nebraska",1799,121200,81853,1103,1863
31015,"Boyd County, Nebraska",216,85600,71528,1068,1097
31017,"Brown County, Nebraska",444,80900,70809,852,1308
31019,"Buffalo County, Nebraska",7052,165300,81476,1317,2572
31021,"Burt County, Nebraska",988,98900,69474,1059,1573
31023,"Butler County, Nebraska",1363,121400,68083,1111,1719
31025,"Cass County, Nebraska",5347,171700,82908,1425,3108
31027,"Cedar County, Nebraska",1192,119200,72444,1045,1608
31029,"Chase County, Nebraska",575,95300,65234,999,1534
31031,"Cherry County, Nebraska",788,127300,66141,1077,1823
31033,"Cheyenne County, Nebraska",1720,128200,77500,1150,2311
31035,"Clay County, Nebraska",852,86900,66643,996,1547
31037,"Colfax County, Nebraska",1339,107900,65531,983,1598
31039,"Cuming County, Nebraska",1116,117200,71685,989,1601
31041,"Custer County, Nebraska",1646,105200,69950,1075,1430
31043,"Dakota County, Nebraska",2777,110500,64953,1059,2102
31045,"Dawes County, Nebraska",1150,118800,75064,1073,1914
31047,"Dawson County, Nebraska",3234,101300,69839,1017,1862
31049,"Deuel County, Nebraska",311,80900,62311,933,1343
31051,"Dixon County, Nebraska",798,90000,65990,1009,1501
31053,"Dodge County, Nebraska",5470,124800,70373,1123,2065
31055,"Douglas County, Nebraska",91541,153900,86584,1407,3194
31057,"Dundy County, Nebraska",202,70800,63750,800,850
31059,"Fillmore County, Nebraska",699,73100,66875,888,1050
31061,"Franklin County, Nebraska",417,71100,55598,879,972
31063,"Frontier County, Nebraska",366,103000,65625,978,1440
31065,"Furnas County, Nebraska",563,70900,51726,884,1013
31067,"Gage County, Nebraska",3107,122200,71487,1098,2041
31069,"Garden County, Nebraska",272,85400,65921,891,1254
31071,"Garfield County, Nebraska",290,90000,52813,952,1611
31073,"Gosper County, Nebraska",263,110500,62656,978,1736
31075,"Grant County, Nebraska",45,96300,44375,1009,986
31077,"Greeley County, Nebraska",238,84400,62500,1005,1288
31079,"Hall County, Nebraska",7989,133600,72424,1186,2390
31081,"Hamilton County, Nebraska",1770,133200,75897,1108,1958
31083,"Harlan County, Nebraska",562,85200,65139,968,1431
31085,"Hayes County, Nebraska",80,81900,58000,962,1289
31087,"Hitchcock County, Nebraska",335,81400,59792,799,1224
31089,"Holt County, Nebraska",1626,109400,63542,1006,1579
31091,"Hooker County, Nebraska",70,85000,55833,756,1214
31093,"Howard County, Nebraska",1125,124900,73015,1259,1909
31095,"Jefferson County, Nebraska",1052,84800,58409,870,1187
31097,"Johnson County, Nebraska",658,102100,63856,967,1641
31099,"Kearney County, Nebraska",947,123000,75184,1116,1836
31101,"Keith County, Nebraska",1325,112100,73264,1081,1908
31103,"Keya Paha County, Nebraska",62,125000,76250,1213,2120
31105,"Kimball County, Nebraska",446,85700,54643,895,1454
31107,"Knox County, Nebraska",1060,102000,71429,992,1364
31109,"Lancaster County, Nebraska",48812,160000,84386,1318,2918
31111,"Lincoln County, Nebraska",5565,128200,74011,1192,2331
31113,"Logan County, Nebraska",129,147900,65438,1199,1750
31115,"Loup County, Nebraska",89,167500,68438,1270,1614
31117,"McPherson County, Nebraska",49,272500,71875,1337,2050
31119,"Madison County, Nebraska",5321,125800,71257,1110,2062
31121,"Merrick County, Nebraska",1114,96900,71833,961,1461
31123,"Morrill County, Nebraska",747,83700,56750,1030,1410
31125,"Nance County, Nebraska",558,100800,70952,918,1554
31127,"Nemaha County, Nebraska",1055,136800,81186,1127,1864
31129,"Nuckolls County, Nebraska",461,67500,60956,788,1024
31131,"Otoe County, Nebraska",2778,131300,70769,1208,2193
31133,"Pawnee County, Nebraska",308,83600,65500,930,1219
31135,"Perkins County, Nebraska",420,106300,75375,986,1437
31137,"Phelps County, Nebraska",1457,119300,67220,1041,1791
31139,"Pierce County, Nebraska",1104,106800,66026,1000,1677
31141,"Platte County, Nebraska",5248,134700,74966,1098,2000
31143,"Polk County, Nebraska",736,103300,72778,1019,1492
31145,"Red Willow County, Nebraska",1599,91700,68702,975,1372
31147,"Richardson County, Nebraska",1265,80700,61875,871,1284
31149,"Rock County, Nebraska",176,96300,66731,954,1375
31151,"Saline County, Nebraska",1479,103400,70344,1077,1750
31153,"Sarpy County, Nebraska",33958,170400,93932,1490,3631
31155,"Saunders County, Nebraska",3848,160300,84494,1331,2811
31157,"Scotts Bluff County, Nebraska",5849,123600,65519,1144,2042
31159,"Seward County, Nebraska",2640,158400,85372,1266,2287
31161,"Sheridan County, Nebraska",593,96000,59635,866,1382
31163,"Sherman County, Nebraska",456,102700,60882,979,1516
31165,"Sioux County, Nebraska",162,129500,51250,1057,1493
31167,"Stanton County, Nebraska",1068,110400,65875,1008,1825
31169,"Thayer County, Nebraska",706,88000,58750,908,1293
31171,"Thomas County, Nebraska",82,117500,70000,1153,1633
31173,"Thurston County, Nebraska",473,79100,70104,961,1287
31175,"Valley County, Nebraska",662,106300,70000,1051,1878
31177,"Washington County, Nebraska",4269,182500,93718,1476,2963
31179,"Wayne County, Nebraska",1141,132700,77225,1018,2012
31181,"Webster County, Nebraska",482,85300,59737,972,1522
31183,"Wheeler County, Nebraska",80,106800,46538,929,1110
31185,"York County, Nebraska",2075,123000,69319,1112,1694
32001,"Churchill County, Nevada",3458,166300,69675,1199,1292
32003,"Clark County, Nevada",276216,190700,74487,1413,1546
32005,"Douglas County, Nevada",8684,281800,80016,1632,1867
32007,"Elko County, Nevada",7255,213100,95993,1468,1242
32009,"Esmeralda County, Nevada",71,123900,69750,972,564
32011,"Eureka County, Nevada",171,184200,106776,1147,515
32013,"Humboldt County, Nevada",2674,182300,93038,1235,1180
32015,"Lander County, Nevada",725,189700,107791,1373,1381
32017,"Lincoln County, Nevada",782,135700,62161,1073,1440
32019,"Lyon County, Nevada",8686,144200,61537,1197,1248
32021,"Mineral County, Nevada",507,92500,58555,871,945
32023,"Nye County, Nevada",6358,123900,62928,1071,1091
32027,"Pershing County, Nevada",677,130400,68359,1055,1193
32029,"Storey County, Nevada",971,182800,72240,1258,1339
32031,"Washoe County, Nevada",65922,240900,80852,1530,1798
32033,"White Pine County, Nevada",1097,148800,74966,1046,1022
32510,"Carson City, Nevada",7353,204100,71109,1369,1426
33001,"Belknap County, New Hampshire",11608,220400,81131,1626,3970
33003,"Carroll County, New Hampshire",9232,220900,73197,1440,2932
33005,"Cheshire County, New Hampshire",13436,191600,84198,1590,5033
33007,"Coos County, New Hampshire",4904,133800,64920,1178,3012
33009,"Grafton County, New Hampshire",13721,215900,84050,1564,4356
33011,"Hillsborough County, New Hampshire",74944,251400,102536,1953,5713
33013,"Merrimack County, New Hampshire",26862,233100,93563,1820,5512
33015,"Rockingham County, New Hampshire",65344,292900,107956,2103,6211
33017,"Strafford County, New Hampshire",20217,222400,90507,1816,5378
33019,"Sullivan County, New Hampshire",8179,174100,77679,1572,4654
34001,"Atlantic County, New Jersey",46283,226500,81258,1917,5793
34003,"Bergen County, New Jersey",145410,454900,131379,2926,"10,000+"
34005,"Burlington County, New Jersey",90178,251400,103003,2046,6477
34007,"Camden County, New Jersey",86731,197200,93901,1895,6533
34009,"Cape May County, New Jersey",18825,297100,81547,1851,4356
34011,"Cumberland County, New Jersey",20550,168200,77344,1587,4307
34013,"Essex County, New Jersey",89541,357100,114322,2736,9793
34015,"Gloucester County, New Jersey",58635,224100,103454,1993,6647
34017,"Hudson County, New Jersey",53606,350100,109448,2661,7886
34019,"Hunterdon County, New Jersey",28131,398700,137496,2574,9070
34021,"Mercer County, New Jersey",58218,281300,111055,2268,7310
34023,"Middlesex County, New Jersey",122467,332800,114665,2385,7651
34025,"Monmouth County, New Jersey",119911,391500,120567,2561,7992
34027,"Morris County, New Jersey",95324,435300,135920,2789,9249
34029,"Ocean County, New Jersey",111166,281600,88828,1966,5513
34031,"Passaic County, New Jersey",58484,333500,107279,2563,9327
34033,"Salem County, New Jersey",10468,191300,94928,1745,5232
34035,"Somerset County, New Jersey",61567,402200,129487,2645,8734
34037,"Sussex County, New Jersey",32538,266700,105740,2235,7074
34039,"Union County, New Jersey",75900,347900,113374,2627,9221
34041,"Warren County, New Jersey",21083,260700,103469,2150,6811
35001,"Bernalillo County, New Mexico",109933,190400,73423,1317,1921
35003,"Catron County, New Mexico",182,166700,64375,1047,693
35005,"Chaves County, New Mexico",7541,119500,65622,998,871
35006,"Cibola County, New Mexico",2203,109000,58267,962,822
35007,"Colfax County, New Mexico",1397,130700,52888,959,622
35009,"Curry County, New Mexico",6299,141000,59290,996,739
35011,"De Baca County, New Mexico",129,121100,70156,854,513
35013,"Do�a Ana County, New Mexico",26395,153700,61409,1112,1083
35015,"Eddy County, New Mexico",8098,145700,81196,1055,700
35017,"Grant County, New Mexico",4207,143100,57755,990,602
35019,"Guadalupe County, New Mexico",252,98400,65294,1139,658
35021,"Harding County, New Mexico",10,95000,30000,950,-
35023,"Hidalgo County, New Mexico",375,73900,41989,845,380
35025,"Lea County, New Mexico",6803,138100,82693,1073,729
35027,"Lincoln County, New Mexico",3187,189500,61349,1175,971
35028,"Los Alamos County, New Mexico",3481,278300,132263,1834,1791
35029,"Luna County, New Mexico",2106,108400,39145,924,612
35031,"McKinley County, New Mexico",3552,125200,57573,937,1299
35033,"Mora County, New Mexico",189,123000,-,982,726
35035,"Otero County, New Mexico",7609,123200,54201,942,746
35037,"Quay County, New Mexico",756,98300,54107,903,598
35039,"Rio Arriba County, New Mexico",3473,189000,67007,1211,731
35041,"Roosevelt County, New Mexico",2276,122400,61115,960,626
35043,"Sandoval County, New Mexico",27245,188300,71688,1327,1799
35045,"San Juan County, New Mexico",14366,168400,76380,1204,1002
35047,"San Miguel County, New Mexico",2776,156200,49588,1110,839
35049,"Santa Fe County, New Mexico",25655,278700,77402,1532,1434
35051,"Sierra County, New Mexico",1548,98100,43333,838,558
35053,"Socorro County, New Mexico",1169,127900,53750,998,907
35055,"Taos County, New Mexico",3724,247800,55850,1280,963
35057,"Torrance County, New Mexico",2388,112200,42184,881,820
35059,"Union County, New Mexico",408,96100,58021,876,645
35061,"Valencia County, New Mexico",12278,139300,54978,1108,1130
36001,"Albany County, New York",45444,217200,99519,1668,4585
36003,"Allegany County, New York",6551,76400,64176,975,2539
36005,"Bronx County, New York",56795,399300,88977,2379,3519
36007,"Broome County, New York",28688,119100,74066,1172,3314
36009,"Cattaraugus County, New York",11468,92000,67144,1038,2902
36011,"Cayuga County, New York",12674,126600,75115,1212,3266
36013,"Chautauqua County, New York",19402,89400,66747,974,2597
36015,"Chemung County, New York",14349,111100,76359,1102,2901
36017,"Chenango County, New York",7532,105600,69492,1119,2693
36019,"Clinton County, New York",11791,136000,74603,1218,2845
36021,"Columbia County, New York",10453,228700,86104,1661,4417
36023,"Cortland County, New York",6387,116500,78856,1216,3697
36025,"Delaware County, New York",6652,138500,65817,1155,2910
36027,"Dutchess County, New York",50282,282700,103143,2225,6130
36029,"Erie County, New York",155882,143200,82375,1259,3818
36031,"Essex County, New York",5578,152500,78639,1230,2738
36033,"Franklin County, New York",6965,109900,69626,1108,2344
36035,"Fulton County, New York",8513,120300,69674,1144,2987
36037,"Genesee County, New York",10556,113200,75307,1180,3351
36039,"Greene County, New York",7051,185400,75143,1511,3294
36041,"Hamilton County, New York",444,173900,62500,1179,2021
36043,"Herkimer County, New York",9151,103600,71963,1106,2650
36045,"Jefferson County, New York",14587,155900,77420,1222,2510
36047,"Kings County, New York",172891,597200,97929,2659,3657
36049,"Lewis County, New York",4062,136700,71494,1148,2327
36051,"Livingston County, New York",10798,128000,77408,1269,3623
36053,"Madison County, New York",11917,136900,77488,1269,3509
36055,"Monroe County, New York",129245,142200,82869,1360,4587
36057,"Montgomery County, New York",6916,109700,70657,1216,3540
36059,"Nassau County, New York",228382,455300,132867,3077,"10,000+"
36061,"New York County, New York",91128,894500,182268,3021,7552
36063,"Niagara County, New York",36490,121000,77146,1204,3606
36065,"Oneida County, New York",34488,130000,75647,1213,3273
36067,"Onondaga County, New York",77757,141900,84709,1341,4048
36069,"Ontario County, New York",20520,153800,82953,1345,3752
36071,"Orange County, New York",60177,269100,103512,2271,6884
36073,"Orleans County, New York",7107,98200,65922,1198,3436
36075,"Oswego County, New York",19586,106400,74462,1200,3048
36077,"Otsego County, New York",9299,147900,69956,1244,2726
36079,"Putnam County, New York",20031,363900,126250,2726,9281
36081,"Queens County, New York",206653,464000,93426,2438,3806
36083,"Rensselaer County, New York",27322,185400,90706,1578,4594
36085,"Richmond County, New York",79954,444800,104355,2396,3815
36087,"Rockland County, New York",47668,427200,123604,2977,"10,000+"
36089,"St. Lawrence County, New York",15481,94600,69041,1083,2450
36091,"Saratoga County, New York",43605,251000,102177,1702,4135
36093,"Schenectady County, New York",24511,168100,85151,1536,4773
36095,"Schoharie County, New York",5225,150500,70747,1294,3559
36097,"Schuyler County, New York",3046,119900,68883,1110,2801
36099,"Seneca County, New York",5484,106100,73776,1145,3022
36101,"Steuben County, New York",14544,103500,71127,1109,2884
36103,"Suffolk County, New York",269388,375000,116443,2723,8911
36105,"Sullivan County, New York",9933,180700,76673,1586,4567
36107,"Tioga County, New York",8224,127800,80506,1205,3163
36109,"Tompkins County, New York",12633,188200,90233,1498,4740
36111,"Ulster County, New York",29112,229900,90023,1885,5679
36113,"Warren County, New York",11330,195100,78079,1405,3299
36115,"Washington County, New York",10104,150600,73989,1332,3457
36117,"Wayne County, New York",17294,119300,74469,1231,3644
36119,"Westchester County, New York",138957,522500,142052,3294,"10,000+"
36121,"Wyoming County, New York",7055,108300,68243,1103,3058
36123,"Yates County, New York",3837,126200,67955,1116,2737
37001,"Alamance County, North Carolina",25011,154300,68957,1162,1201
37003,"Alexander County, North Carolina",5360,131900,63667,946,895
37005,"Alleghany County, North Carolina",1806,158500,54667,1083,788
37007,"Anson County, North Carolina",2654,97600,52863,924,870
37009,"Ashe County, North Carolina",3924,165100,59250,1033,992
37011,"Avery County, North Carolina",2057,174200,61315,1066,800
37013,"Beaufort County, North Carolina",6683,146900,63380,1190,1085
37015,"Bertie County, North Carolina",2791,86500,52341,1040,707
37017,"Bladen County, North Carolina",4370,93500,47790,983,833
37019,"Brunswick County, North Carolina",23210,196000,65452,1321,1216
37021,"Buncombe County, North Carolina",38452,211700,70579,1264,1471
37023,"Burke County, North Carolina",13051,120700,57099,980,947
37025,"Cabarrus County, North Carolina",36062,178600,81910,1339,1650
37027,"Caldwell County, North Carolina",12580,119000,56192,931,887
37029,"Camden County, North Carolina",1975,240000,82198,1676,1545
37031,"Carteret County, North Carolina",12152,211600,70846,1326,1122
37033,"Caswell County, North Carolina",3558,119000,58524,1024,823
37035,"Catawba County, North Carolina",25679,145400,67753,1058,1027
37037,"Chatham County, North Carolina",12264,278200,82831,1492,2137
37039,"Cherokee County, North Carolina",4009,146500,45949,901,829
37041,"Chowan County, North Carolina",2210,145300,62885,1239,1219
37043,"Clay County, North Carolina",1910,156400,50662,1012,706
37045,"Cleveland County, North Carolina",13582,118100,60714,994,1060
37047,"Columbus County, North Carolina",6876,98400,54684,1054,1056
37049,"Craven County, North Carolina",16501,163400,65649,1245,1192
37051,"Cumberland County, North Carolina",44039,141500,64996,1175,1503
37053,"Currituck County, North Carolina",5428,246200,76361,1516,1126
37055,"Dare County, North Carolina",6882,288100,67565,1652,1732
37057,"Davidson County, North Carolina",27641,139900,63968,1068,1062
37059,"Davie County, North Carolina",7247,185700,75355,1164,1283
37061,"Duplin County, North Carolina",7415,104600,56326,1044,834
37063,"Durham County, North Carolina",47608,189200,87583,1397,2337
37065,"Edgecombe County, North Carolina",6715,88100,53665,1012,1052
37067,"Forsyth County, North Carolina",60855,153500,71307,1189,1516
37069,"Franklin County, North Carolina",10711,146400,64558,1159,1360
37071,"Gaston County, North Carolina",33588,137200,69792,1137,1472
37073,"Gates County, North Carolina",2183,160500,69784,1273,1025
37075,"Graham County, North Carolina",934,138200,51218,811,577
37077,"Granville County, North Carolina",9888,153500,72360,1208,1433
37079,"Greene County, North Carolina",2738,102600,56639,1033,952
37081,"Guilford County, North Carolina",83861,162100,73636,1246,1790
37083,"Halifax County, North Carolina",6790,102900,60249,1030,1118
37085,"Harnett County, North Carolina",18723,158300,67520,1205,1353
37087,"Haywood County, North Carolina",10122,180600,64651,1164,1242
37089,"Henderson County, North Carolina",19592,195800,64588,1163,1158
37091,"Hertford County, North Carolina",2893,98900,55529,963,956
37093,"Hoke County, North Carolina",7661,149400,59487,1117,1187
37095,"Hyde County, North Carolina",572,103700,65114,975,569
37097,"Iredell County, North Carolina",30540,180400,74392,1251,1319
37099,"Jackson County, North Carolina",5189,205900,63733,1126,862
37101,"Johnston County, North Carolina",32264,158800,74006,1226,1403
37103,"Jones County, North Carolina",1578,109500,51418,1054,801
37105,"Lee County, North Carolina",8725,143300,70041,1108,1488
37107,"Lenoir County, North Carolina",7569,100800,60702,1066,1120
37109,"Lincoln County, North Carolina",15545,168100,71917,1172,1321
37111,"McDowell County, North Carolina",5840,124800,56774,904,710
37113,"Macon County, North Carolina",5711,178600,56902,1037,772
37115,"Madison County, North Carolina",2765,178300,59197,1151,1168
37117,"Martin County, North Carolina",3002,95700,53697,1045,1036
37119,"Mecklenburg County, North Carolina",173335,195300,87258,1416,2219
37121,"Mitchell County, North Carolina",2245,155500,57066,998,883
37123,"Montgomery County, North Carolina",3485,109600,58612,963,930
37125,"Moore County, North Carolina",16721,219900,75263,1313,1420
37127,"Nash County, North Carolina",15378,133700,65568,1164,1228
37129,"New Hanover County, North Carolina",36640,219100,78886,1485,1598
37131,"Northampton County, North Carolina",2790,93700,48393,959,1045
37133,"Onslow County, North Carolina",23039,159700,63919,1238,1200
37135,"Orange County, North Carolina",21732,296800,104553,1749,3593
37137,"Pamlico County, North Carolina",2014,148500,63448,1134,1023
37139,"Pasquotank County, North Carolina",5489,168400,69438,1353,1351
37141,"Pender County, North Carolina",9964,182700,68613,1281,1390
37143,"Perquimans County, North Carolina",2637,177200,65565,1303,1195
37145,"Person County, North Carolina",6781,126700,60145,1075,990
37147,"Pitt County, North Carolina",23484,149000,75964,1243,1369
37149,"Polk County, North Carolina",3279,233900,64476,1249,1362
37151,"Randolph County, North Carolina",23524,128200,62759,1012,1017
37153,"Richmond County, North Carolina",5587,91300,57994,924,1015
37155,"Robeson County, North Carolina",12355,89000,52646,956,907
37157,"Rockingham County, North Carolina",14803,117700,61094,987,1094
37159,"Rowan County, North Carolina",21123,139800,64954,1054,1140
37161,"Rutherford County, North Carolina",9991,118600,54692,953,787
37163,"Sampson County, North Carolina",8099,108700,59320,1031,981
37165,"Scotland County, North Carolina",4122,100000,55423,1010,1064
37167,"Stanly County, North Carolina",10035,142000,64988,1116,1195
37169,"Stokes County, North Carolina",8686,136100,59346,1057,1032
37171,"Surry County, North Carolina",11258,137200,59172,1019,970
37173,"Swain County, North Carolina",1549,143400,58371,1004,638
37175,"Transylvania County, North Carolina",4957,214300,64035,1156,1096
37177,"Tyrrell County, North Carolina",528,131500,50179,984,994
37179,"Union County, North Carolina",43887,217400,87579,1460,1802
37181,"Vance County, North Carolina",5380,105800,53828,1034,977
37183,"Wake County, North Carolina",185155,244000,99870,1543,2118
37185,"Warren County, North Carolina",2647,115200,50057,1085,943
37187,"Washington County, North Carolina",1553,88500,53657,977,952
37189,"Watauga County, North Carolina",6865,248100,71938,1321,983
37191,"Wayne County, North Carolina",16207,128200,65456,1078,1112
37193,"Wilkes County, North Carolina",10222,136000,56081,990,981
37195,"Wilson County, North Carolina",11737,131400,65250,1173,1383
37197,"Yadkin County, North Carolina",6262,136600,60189,995,1167
37199,"Yancey County, North Carolina",2537,159700,57798,965,838
38001,"Adams County, North Dakota",340,161800,93333,1143,1180
38003,"Barnes County, North Dakota",1560,126100,79796,994,1291
38005,"Benson County, North Dakota",370,96400,75938,946,687
38007,"Billings County, North Dakota",97,190800,73125,1255,1139
38009,"Bottineau County, North Dakota",846,160400,77083,1152,1129
38011,"Bowman County, North Dakota",428,151500,79286,989,1121
38013,"Burke County, North Dakota",189,162100,110446,1154,751
38015,"Burleigh County, North Dakota",15287,235500,95383,1435,2269
38017,"Cass County, North Dakota",25539,190800,90701,1416,2739
38019,"Cavalier County, North Dakota",499,111300,85662,1036,862
38021,"Dickey County, North Dakota",655,121600,72148,1065,1265
38023,"Divide County, North Dakota",229,135900,83242,1086,949
38025,"Dunn County, North Dakota",439,188600,101563,1136,920
38027,"Eddy County, North Dakota",305,81700,66705,792,977
38029,"Emmons County, North Dakota",330,104200,73750,1040,1000
38031,"Foster County, North Dakota",448,125000,78750,981,1136
38033,"Golden Valley County, North Dakota",177,127800,71328,846,828
38035,"Grand Forks County, North Dakota",8942,175800,89435,1327,2467
38037,"Grant County, North Dakota",297,93000,62875,940,776
38039,"Griggs County, North Dakota",211,88900,70781,981,1206
38041,"Hettinger County, North Dakota",256,125000,76000,996,897
38043,"Kidder County, North Dakota",315,120400,81369,998,717
38045,"LaMoure County, North Dakota",483,111500,68958,996,922
38047,"Logan County, North Dakota",181,82800,65750,962,913
38049,"McHenry County, North Dakota",878,152600,78125,1055,1077
38051,"McIntosh County, North Dakota",307,89100,67188,798,771
38053,"McKenzie County, North Dakota",799,206900,100547,1120,1044
38055,"McLean County, North Dakota",1320,159200,83750,1116,1124
38057,"Mercer County, North Dakota",1394,156800,91667,1117,1378
38059,"Morton County, North Dakota",5481,189900,89725,1303,2344
38061,"Mountrail County, North Dakota",935,186000,94375,1087,1275
38063,"Nelson County, North Dakota",308,100500,72813,986,721
38065,"Oliver County, North Dakota",265,168500,96719,1145,1110
38067,"Pembina County, North Dakota",946,97000,80313,908,1088
38069,"Pierce County, North Dakota",534,111000,68000,929,1270
38071,"Ramsey County, North Dakota",1495,128900,79267,1007,1467
38073,"Ransom County, North Dakota",703,122800,72440,1094,1381
38075,"Renville County, North Dakota",330,150000,90333,1185,893
38077,"Richland County, North Dakota",2527,122400,81384,1094,1641
38079,"Rolette County, North Dakota",702,86000,75500,936,1013
38081,"Sargent County, North Dakota",498,98800,78611,1030,1316
38083,"Sheridan County, North Dakota",129,82500,67031,874,680
38085,"Sioux County, North Dakota",130,115600,71250,927,682
38087,"Slope County, North Dakota",55,158800,93750,1172,-
38089,"Stark County, North Dakota",4387,234500,100798,1397,1993
38091,"Steele County, North Dakota",227,84600,78194,859,1051
38093,"Stutsman County, North Dakota",2960,148600,79789,1108,1815
38095,"Towner County, North Dakota",192,75900,75909,851,954
38097,"Traill County, North Dakota",1215,124800,80898,1119,1349
38099,"Walsh County, North Dakota",1386,89900,75615,980,1035
38101,"Ward County, North Dakota",9633,217400,88558,1330,1908
38103,"Wells County, North Dakota",510,75100,72841,892,931
38105,"Williams County, North Dakota",4178,250600,114681,1356,1798
39001,"Adams County, Ohio",3883,110800,58858,980,1159
39003,"Allen County, Ohio",15855,113900,67877,1059,1465
39005,"Ashland County, Ohio",8988,123200,64848,1028,1478
39007,"Ashtabula County, Ohio",16278,114900,61867,1062,1613
39009,"Athens County, Ohio",6631,129500,65310,1080,1838
39011,"Auglaize County, Ohio",8090,142400,74669,1146,1497
39013,"Belmont County, Ohio",10118,106500,70332,988,1210
39015,"Brown County, Ohio",7848,119100,63812,1108,1282
39017,"Butler County, Ohio",65677,165700,84520,1380,2560
39019,"Carroll County, Ohio",4862,119900,65523,1072,1299
39021,"Champaign County, Ohio",6808,131300,72601,1141,1609
39023,"Clark County, Ohio",21501,109200,67556,1055,1611
39025,"Clermont County, Ohio",38505,170500,85230,1374,2594
39027,"Clinton County, Ohio",6629,128300,69642,1123,1365
39029,"Columbiana County, Ohio",16367,109900,66037,1003,1284
39031,"Coshocton County, Ohio",5878,109100,61944,972,1226
39033,"Crawford County, Ohio",6487,86300,56320,926,1263
39035,"Cuyahoga County, Ohio",201021,127100,75618,1287,3065
39037,"Darke County, Ohio",8483,115600,66179,1045,1266
39039,"Defiance County, Ohio",6942,117000,67870,1083,1499
39041,"Delaware County, Ohio",41997,274400,115983,1965,5055
39043,"Erie County, Ohio",13739,136000,74073,1160,1950
39045,"Fairfield County, Ohio",27788,168900,87214,1399,2413
39047,"Fayette County, Ohio",4402,114800,58063,1040,1385
39049,"Franklin County, Ohio",193178,156800,83653,1405,3277
39051,"Fulton County, Ohio",8109,136500,73893,1170,1940
39053,"Gallia County, Ohio",3768,120600,70907,1067,1291
39055,"Geauga County, Ohio",20326,230400,96023,1569,3506
39057,"Greene County, Ohio",28718,165700,89486,1403,3043
39059,"Guernsey County, Ohio",6307,111900,62233,978,1289
39061,"Hamilton County, Ohio",134876,148400,82300,1346,2667
39063,"Hancock County, Ohio",14103,137800,77325,1175,1617
39065,"Hardin County, Ohio",4840,97200,66467,978,1189
39067,"Harrison County, Ohio",2727,87600,60518,884,847
39069,"Henry County, Ohio",5409,119400,71985,1108,1524
39071,"Highland County, Ohio",7295,109200,57609,1002,1302
39073,"Hocking County, Ohio",4729,132000,66141,1080,1556
39075,"Holmes County, Ohio",5303,172400,67894,1114,1990
39077,"Huron County, Ohio",9775,122300,67625,1089,1423
39079,"Jackson County, Ohio",4734,98900,58784,990,1018
39081,"Jefferson County, Ohio",9773,91200,64958,934,975
39083,"Knox County, Ohio",10380,144000,70107,1145,1835
39085,"Lake County, Ohio",46093,154400,80049,1301,2716
39087,"Lawrence County, Ohio",8502,112700,65419,1005,967
39089,"Licking County, Ohio",31775,159900,80497,1329,2407
39091,"Logan County, Ohio",8271,130500,71117,1102,1470
